ID,title,text,label,X1,X2
83,"Punjab govt announces mandatory 14-day home quarantine for those coming to state via flights, trains, buses","Screening of those entering Punjab will be done at all state and district border entry points, as well as railway stations and airports. Those found symptomatic would be sent into institutional quarantine, while, the others would have to undergo mandatory 2-week home quarantine.unjab Chief Minister Captain Amarinder Singh on Saturday said that all those coming to the state, via domestic flights, trains and buses, will have to undergo a compulsory 14-day home quarantine.

Screening of those entering Punjab will be done at all state and district border entry points, as well as railway stations and airports. Those found symptomatic would be sent into institutional quarantine, while, the others would have to undergo mandatory 2-week home quarantine, the chief minister said during his Facebook live program `#AskCaptain'.

Rapid testing teams will keep a check on the home quarantined people, while those found symptomatic would have to undergo thorough testing in hospitals and isolation centres, said Captain Amarinder, making it clear that his government would not rely on any certificates of testing from any part of the country or the world.

He cited Punjab's experience with those who came from Maharashtra and Rajasthan, as well as the more recent case of Dubai, wherein Punjabis returnees had tested positive despite carrying medical certificates showing them to be negative.

It may be recalled that those returning to India via special international flights are already required to undergo institutional quarantine, as per the Central government's guidelines.

With a large number of Punjabis coming home, and more and more investors also showing keenness to resume business in the state, the chief minister underlined the need for strict caution, asserting that ""We will not let the pandemic spread further in Punjab, which has so far managed to keep the situation under excellent control"".Responding to a question, the chief minister said that there is a likelihood of infections entering the state through Punjabis returning from other countries and states, but, Punjab is taking no chances and has made elaborate arrangements for their testing and quarantine.

""Five flights have landed today, and, a total of 20,000 people are expected to come from other countries on 88 flights, while 60,000 are expected from other states. I will not let this infection spread any further in Punjab,"" CM Amarinder Singh asserted.

The chief minister thanked labourers who had chosen to stay back and contribute to Punjab's economic strength, adding ""This is your state and you are part of it.""

Of those migrants who had applied for online registration, nearly half had willingly decided to stay back and had also started working in the industry, the chief minister said, adding that of the total 2.56 lakh industries in the state, 1.5 lakh have already resumed operations.

Meanwhile, his government is moving aggressively to reach out to embassies of various nations looking to shift their manufacturing/business out of China, Amarinder Singh said,

Singh added that the state is in talks with various embassies, and offering them all possible support in terms of land, infrastructure and other facilities.",REAL,,
84,Covid-19 vaccine development at early stage in India; breakthrough unlikely within a year: Experts,"As Indian firms scramble to develop a vaccine for coronavirus, experts feel that research in the country is still at a nascent stage and any concrete breakthrough is not likely within a year.

The Indian government and private firms have stepped up efforts to develop a vaccine to halt the spread of Covid-19 which has claimed over 3,700 lives with more than 1,25,000 cases in the country.

PM CARES Fund Trust has decided to allocate Rs 100 crore for support to coronavirus vaccine development efforts.

Referring to a vaccine to fight the virus, a PMO statement had said that it is the most pressing need and Indian academia, start-ups and industry have come together in cutting-edge vaccine design and development.

The Department of Biotechnology has been made a central coordination agency to identify pathways for vaccine development.

Naming the Indian firms working on vaccines for Covid-19, Gagandeep Kang, executive director of the Translational Health Science and Technology Institute, Faridabad, had said last month that while Zydus Cadila is working on two vaccines, Serum Institute, Biological E, Bharat Biotech, Indian Immunologicals, and Mynvax are developing one vaccine each.

The WHO has listed Serum Institute of India, Zydus Cadila, Indian Immunologicals Limited and Bharat Biotech from India among the firms involved in developing a vaccine.

Leading virologist Shahid Jameel said India's vaccine manufacturing capacity is quite remarkable and at least three Indian companies - Serum Institute, Bharat Biotech and Biologicals E are at the forefont, working with international partners to manufacture a vaccine for Covid-19.""Research on a Covid-19 vaccine in India is at a very early stage of development and any candidates are likely to reach animal trials only by the end of the year,"" he told PTI.

However, Indian vaccine companies have a lot of capacity and expertise, and are likely to play a significant role in bringing new Covid-19 vaccines to the market.

This experience is important for institutions, industry and regulators to work together, and prepare for the future, said Jameel, a Shanti Swarup Bhatnagar Prize winner for Science and Technology and the current Chief Executive Officer of Wellcome Trust/Department of Biotechnology's India Alliance.

CSIR-Centre for Cellular & Molecular Biology (CCMB) Director Rakesh Mishra said, ""From what we know, we are not at an advanced stage of vaccine development at the moment.""

""There are lots of ideas and companies initiating vaccine development process but there is nothing on trial in terms of vaccine candidates,"" he told PTI.

There are many efforts going on with different approaches like somebody wants to use the whole virus or a particular protein so there are multiple processes being deployed, he said.

""Many Indian companies are collaborating with foreign institutions.Other countries are at much advanced stage than us. Some are going into third stage trials. There is no company testing vaccine in India yet and they are in the pre-clinical stage of preparation,"" he said.

India is quite behind because of a number of reasons like the coronavirus came to India two-three months later so ""we did not have the (inactivated) virus to test or even the urgency"", Mishra said, adding that the Chinese and US are quite ahead in the vaccine development.

""If a comparison has to be made we are well behind international efforts,"" he said.

The novel coronavirus strain was isolated and characterised at the Indian Council of Medical Research's National Institute of Virology, Pune, and the vaccine candidate has been transferred to Bharat Biotech International Limited (BBIL) to develop a fully indigenous vaccine for Covid-19.

""Once the vaccine is ready it will go for animal trials to be followed by human clinical trials to assess its safety and efficacy which will take at least one year,"" a senior ICMR official told PTI.

The BBIL is working towards developing killed virus vaccine which usually provides good immunogenicity, the official said, adding that by entering the body it will create antibody against the infection.

The polio drops which are given to children have live attenuated virus, while the polio injection contains killed virus, the official said explaining the different approaches used in developing a vaccine.

""The BBIL is continuously working in this direction and as soon as they get the right formulation they will move towards animal challenge studies followed by human clinical trials,"" the official said.

Kang, in a webinar held by India Alliance, said there are two separate aspects that relates to vaccines of COVID-19, one is to use existing products and the second is to see if new vaccines can be made.""In terms of projects to develop vaccines there are around 90 plus projects around the world that have initiated to develop new vaccines which use different kinds of technologies. Some are using old technologies like make an inactivated virus and spike protein and other using new technologies that allow you to respond rapidly like using messenger RNA vaccines,"" Kang said.

Every new technology is being applied for making COVID-19 vacines, he said.

The Indian firms along with their foreign collaborators are racing against time to develop a vaccine against COVID-19 with over 52 lakh cases and over 3.35 lakh fatalities across the globe.",REAL,,
85,"In locked down Chennai, cabbies, auto drivers tell a tale of misery and joblessness","In his 450 square foot single-room house in Ice House area of Chennai, 55-year-old K Ramachandran forces a smile on his face as he sits with his grandchildren. The smile fades every few minutes and a sense of failure is visible in his expressions every time his grandchildren ask him for something.

""I have no money to even buy biscuits for them,"" says a worried Ramachandran, who worked as a cab driver.

Since March 25, when the nationwide lockdown was imposed, Ramachandran has been unable to take out his cab or find an alternate work.

He lives with his family in Teynampet Zone in Chennai. It is a zone that has the fourth highest number of Covid-19 cases in the city. So far, 869 people in this zone have tested positive for Covid-19.

Ramachandran is among the thousands of cab operators who have not earned anything since the lockdown was imposed.

""When there was work, we used to earn Rs 500-Rs 600 per day, but now there is nothing. We are living on half-filled stomachs. Whatever little money I had, we have used it to survive so far. Now we are pledging the few gold jewellery and other valuables that we have so that we can run the family. No one is ready to give us loan. I am not even able to buy a packet of biscuit for my grandchildren. I have been sitting idle at home for the past two months unable to work,"" Ramachandran said.His wife, Padma, speaks to us with teary eyes and says all their savings have drained out. ""Our house owner is also pestering us for rent. What will we do? We are completely dependent on God now.""In Chennai, there are more than 70,000 tourist vehicles. S Balakrishnan, treasurer of Chennai Tourist Cars Operators Association, says the summer tourist season has been ruined for cab operators in the city.

Balakrishnan's travel service has over 70 cars and he employs more than 50 permanent drivers. But due the Covid-19 pandemic and the nationwide lockdown, the situation is grim. He says only six of his 70 cars have been hired in the past two months.

He provides lodging for his drivers who are from other districts in the state. During the lockdown too, he has continued to provide them essentials but says he is struggling to do so. About 15 of his drivers from other districts are in Chennai, while 15 have returned to the native places.

""There has been no work in the last two months. I have managed to pay my drivers half their salaries by pledging a vehicle and some gold. But I won't be able to continue this for long. I have asked some of them to find other work, but they have not been able to find anything due to the lockdown,"" Balakrishnan said.

In Chennai, apart from tourist vehicles, there are over 30,000 OLA and Uber cabs and auto-rickshaws that are linked with online payment apps. The lockdown has hit them too.

Meanwhile, in Trichy district, auto-rickshaw and cab drivers recently took to the streets to beg in a gesture to show their state of helplessness.",REAL,,
86,"Maharashtra govt says no to resuming flight operations, will continue lockdown till May 31","Maharashtra government has said that there is no decision to let flight operations start from Monday in the state, adding that there is no change in policy as of now and the lockdown remains the same till May 31.

The Uddhav Thackeray-led government has said that the Centre ""arbitrarily"" made the decision to allow domestic flight operations and there was no consultation with the state.

It said that the state needs time to decide on the Standard Operating Protocols (SOP) over air travel, adding that ""outside airport, everything becomes state government's responsibility"".

Therefore, the Maharashtra government has decided to wait for a discussion with the Center before changing lockdown protocols for flight operation.

Meanwhile, sources in the Ministry of Civil Aviation have said that Maharashtra, like all other states, agreed to allow domestic civil aviation operations from and to the state.

""States were consulted before the decision was finalised. There can be no change as bookings have commenced and passengers are all geared up to fly from Monday,"" sources said.

Union Minister for Civil Aviation Hardeep Puri had announced on Thursday that India will start domestic flight operations in a ""calibrated manner"" from May 25.

Earlier this month, in a communication to airport managers across the country, the Airports Authority of India (AAI) had asked all airports to be prepared to handle flight operations.

Airport operators have been asked to make appropriate arrangements for sanitisation of a passenger's baggage before his or her entry into the terminal building.",REAL,,
87,Will try to restart international flights before August: Hardeep Singh Puri,"India will try to restart a good percentage of international passenger flights before August, Civil Aviation Minister Hardeep Singh Puri said on Saturday, three days after announcing resumption of domestic flights from May 25.

All scheduled commercial passenger flights have been suspended in India since March 25 when the Narendra Modi government imposed a lockdown to contain the novel coronavirus pandemic.

""I am fully hopeful that before August or September, we will try to start a good percentage of international civil aviation operations, if not complete international operations,"" Puri said during a Facebook live session.

""I can't put a date on it [restarting international flights]. But if somebody says can it be done by August or September, my response is why not earlier depending on what is the situation,"" he said.",REAL,,
88,Over 100 districts report 100 per cent growth in Covid-19 cases in seven days,"Nearly 16 per cent districts in India have reported more than 100 per cent rise in coronavirus cases in seven days, half of them in green zones, the India Today Data Intelligence Unit (DIU) has found after analysing 717 districts till May 20. Experts and health authorities have said that migrants, who returned from cities such as Mumbai and Delhi to their native districts, are behind the spike in these areas.

Data shows Dungarpur district in Rajasthan recorded more than 1,500 per cent rise in Covid-19 cases in seven days. Similarly, Jamui district in Bihar witnessed a spike of 1,300 per cent, followed by Ballia and Ambedkar Nagar districts in Uttar Pradesh, which reported 1,100 per cent rise in seven days. Then come Uttar Dinajpur district in West Bengal (900 per cent) and Cuttack in Odisha (750 per cent).

In absolute terms, the number of cases may not be as big, but the growth rate in these emerging clusters has created a new challenge for local authorities. For example, Jamui and Supaul districts in Bihar reported 14 and 26 cases respectively in seven days, but in percentage terms, they have reported a growth rate of above 100 per cent.

Out of the total 112 high-risk districts, one-fourth are in Uttar Pradesh (27), followed by Madhya Pradesh (11), Odisha (10) and Bihar (9). Of the 54 green zone districts with the sharpest spike in cases, 14 are from Uttar Pradesh, seven from Odisha and six from Assam.In the first week of May, the ministry of health and family welfare explained the green zone classification, saying these are districts that have either recorded zero confirmed cases or no confirmed cases in the last 21 days.Some 53 districts in the yellow category have also reported above 100 per cent growth in coronavirus cases. These include 12 districts in Uttar Pradesh, seven in Bihar and five in Madhya Pradesh.

Five districts that the government classified as red zones also witnessed more than 100 per cent growth in cases. These are Khandwa and Gwalior districts in Madhya Pradesh, Bhadrak in Odisha, Malda in West Bengal and Rampur in Uttar Pradesh.DIU has also found that a total of 303 districts in India have witnessed up to 99 per cent growth in cases.

Nearly 136 districts have reported zero per cent growth in coronavirus cases in seven days as of May 20, data shows. These hopeful trends are coming from Telangana, Madhya Pradesh, Delhi, Tamil Nadu and Uttar Pradesh.

Migrant labourers are one of the reasons for the spike in these districts. A recent study by the International Institute for Population Sciences (IIPS), Mumbai, reveals that ""the major increase in the value of effective reproduction number was seen in the states of Bihar, Odisha, Rajasthan, and Uttar Pradesh after May 9 due to increasing numbers of migrant workers returning to their home"".

States are conducting tests of maximum migrant returnees. Bihar has tested 8,337 people who had come from outside as of May 18, and found 651 as positive. The Uttar Pradesh health department said a total of 1,041 migrants who returned have tested positive for Covid-19 as of May 20.

""A large number of infections are being observed in migrant workers returning to the state. So it's very important for the village and mohalla monitoring committees to control the infection. They should ensure home quarantine for those coming from outside,"" Uttar Pradesh principal secretary (health) Amit Mohan Prasad said.

Disclaimer: We have taken best measures to collect REAL numbers of cases as of May 20, but due to the dynamic nature of the coronavirus outbreak, data may slightly differ.",REAL,,
89,WHO advises against use of hydroxychloroquine even as ICMR approves,"he World Health Organization (WHO) has advised against the use of the anti-malaria drug hydroxychloroquine, saying it found no evidence, in randomised clinical trials, of drug's effectiveness for coronavirus treatment.

Speaking to India Today TV on Friday, the WHO Executive Director Michael J Ryan said, ""At present, there is no evidence from a randomised control trial of the effectiveness of HCQ in the treatment of prophylaxis against Covid-19"".

Michael Ryan pointed out that the drug has been used under randomized trials to study its effectiveness but should only be given in clinical settings under clinical supervision considering its side effects.

This comes on a day when the ICMR released an advisory backing the usage of HCQ as a preventive treatment against the novel coronavirus even outside clinical settings.

Quoting one of the three studies done in India, the ICMR said, ""Amongst healthcare workers involved in Covid-19 care, those on HCQ prophylaxis were less likely to develop SARS-CoV-2 infection, compared to those who were not on it.""

The new advisory recommended the use of hydroxychloroquine as a preventive medication for asymptomatic healthcare workers working in non-Covid-19 hospitals, frontline staff on surveillance duty in containment zones, and paramilitary/police personnel involved in coronavirus infection-related activities.

NEW STUDY

Meanwhile, The Lancet, a premier medical journal, published a large observational study on 14,888 coronavirus patients. It found that those being treated with HCQ and chloroquine are at a higher risk of death and irregular heart rhythms.

The researchers from Harvard Medical school, University Hospital Zurich and the University of Utah said, ""We were unable to confirm a benefit of hydroxychloroquine or chloroquine when used alone or with a macrolide [azithromycin or clarithromycin], on in-hospital outcomes for Covid-19.""The researchers further claim that their ""large-scale, international, REAL-world analysis supports the absence of a clinical benefit of chloroquine and hydroxychloroquine and points to potential harm in hospitalised patients with Covid-19.""

The study has drawn sharp reactions from independent experts.

Prof Stephen Evans, Professor of Pharmacoepidemiology, The London School of Hygiene and Tropical Medicine, said, ""A definitive answer still awaits the results of the randomized trials, but it is clear that the drugs should not be given for the treatment of Covid-19 other than in the context of a randomised trial"".

Some experts also pointed out the limitations of the Lancet study. Prof Babak Javid, Principal Investigator, Tsinghua University School of Medicine, Beijing, and Consultant in Infectious Diseases at Cambridge University Hospitals, said, ""This was a retrospective analysis, not a prospective randomised controlled trial. Therefore, one cannot formally state that HCQ or CQ is not associated with benefit, but it certainly casts a great deal of doubt"".",REAL,,
90,"Lockdown reduced intensity of Covid-19 spread by more than 60%, shows study","Despite rising cases of coronavirus in India, the lockdown has been largely successful in containing the intensity of the spread, shows a study by the University of Michigan in the United States. In fact, the intensity of the spread has been reduced to almost a third of what it was prior to the lockdown.

India went into a more relaxed Lockdown 4.0 after 54 days of strict confinement. The onus of opening up has been put on states, many of which are gradually resuming non-essential services. Incidentally, India went under lockdown on March 25 when it had 500 cases, and started easing restrictions from May 18, when the Covid-19 tally crossed 100,000.

India recorded the highest single-day spike on May 22, recording more than 6,000 new cases, taking the total count to over 1.18 lakh, with almost 3,600 deaths and 49,000 recoveries. Since May 7, India has been recording more than 3,000 new cases every day, for which its decision to ease restrictions has come under criticism.

However, an analysis of the reproductive rate (R0) of the virus proves otherwise. The R0 tells us how many persons can be infected by a carrier. For example, an R0 of 2 means one person can infect two people on an average. An R0 below 1 would mean that every new infection is unable to infect even one person and the disease will eventually die out. This is the desirable number.

How lockdown helped

India Today Data Intelligence Unit (DIU) accessed figures of the reproduction rate 'R' of a virus - similar to R0 - calculated by the COV-IND-19 Study Group, School of Public Health, University of Michigan. We will use R0 for future reference in the article.The study found that on March 24, a day before India went under lockdown, R0 was 3.36, which means one infected person was infecting more than three non-infected persons. By the end of Lockdown 1.0, i.e. April 14, it came down to 1.71. On May 3, when Lockdown 2.0 ended, it reduced to 1.46, and on May 16, it further dipped to 1.27. This means the lockdown brought down the reproductive rate of the virus by almost three times.

Another study by the ministry of statistics and programme implementation and Indian Statistical Institute has found that 20 lakh cases and 54,000 deaths have been averted due to the lockdown. In other words, these many cases and deaths would have been added to India's tally had the R0 remained what it was before lockdown.

But the R0 is still above 1, which means the virus is still contagious. So what should be India's next move? Bhramar Mukherjee, professor of epidemiology at the School of Public Health, University of Michigan, believes that the 'triple-T' approach should be the way ahead for India.

""The target will be to get R0 closer to unity. The 'triple-T' principle of 'Test, Trace and Treat' will have to be optimised with intelligent strategy of symptom tracking, random testing and targeted testing. We may not be able to do 40 million tests in the next two weeks but we can create simple record-keeping for symptoms and contact diaries. Community engagement and protecting the most vulnerable from both economic and public health point of view will be the key,"" Professor Mukherjee said.State-wise data shows most Indian states have an R0 above 1. The data is further segregated into four parts - red states, where R0 is above 2; green states, where R0 is below 1; states with R0 above the national average of 1.27; and states with R0 below the national average.

Among the red states, Odisha had the highest R0 of 3. Odisha is followed by Tripura (2.4), Telangana (2.34) and Bihar (2.24). Punjab had the lowest R0 of 0.5, followed by Andhra Pradesh (0.91) and Haryana (0.94). The varied range of Covid-19 transmission could be attributed to the fact that the virus entered different states at different points of time.""The state-level variation seen in these plots suggests that different places are dealing with varying transmission rates at different times (which is not captured by the relatively stable R estimate at the national level) requiring tailored attention and response,"" the methodological note sent by the researchers said.

But with more than 1,000 cases, are Haryana, Andhra Pradesh and Punjab REALly free from the scourge of coronavirus? According to Professor Mukherjee, these states need to exhibit this trend for at least two weeks.Data shows that as of May 16, the seven-day average R0 in big states such as Karnataka (1.6), Madhya Pradesh (1.5), Tamil Nadu (1.49), Kerala (1.45) and Maharashtra (1.34) was higher than the national average of 1.27.Even with a high number of cases, Delhi (1.21), Gujarat (1.1) and Uttar Pradesh (1.01) still had a lower R0 than the national average. So did West Bengal, Chhattisgarh and Jammu and Kashmir.Professor Mukherjee believes that states with higher R0 ""need to keep an eye on hotspots and incentivise testing and quarantine"". ""Governments cannot hide data to maintain public image and the public cannot hide symptoms or exposure due to the fear of losing wages or being quarantined,"" she said.

""Public has an important role to play in public health. States need to buy-in from the affected communities and have a partnership approach. To me, Kerala has been a role model in this effort and an exemplar of how to fight the virus in a low-resource setting in a humane and efficient way,"" she added.

Can India continue in lockdown?

States have witnessed substantial economic loss due to the pandemic and the lockdown. Major states recorded a loss of revenue worth Rs 97,000 crore in April.

Thus, policy makers need to reach an equilibrium where the spread of coronavirus is controlled without taking a toll on the economy. Professor Mukherjee believes that ""eternal and perpetual lockdowns are not feasible for any nation"".

She further adds, ""We have seen this in other countries that have reopened. We have to be prepared for an uptick after the country reopens and have quarantine and isolation measures in place, and the healthcare system prepared. As you can see the reduction in R0 has been very gradual with the most recent phase of lockdown nationwide.""

Note on methodology

The R data analysis was done by Professor Bhramar Mukherjee and her students Xuelin Gu and Maxwell Salvatore. They termed the reproductive number as 'R' which is similar to the concept of R0. However, R0 is a constant that is inherent to the pathogen and not time-variant or impacted by interventions (such as social distancing or lockdown).They used the ""parametric_SI"" estimation method and a 5-day window, described by Cori et al., (""estimate_R"" function, which was used to describe the progression of the outbreak in Wuhan). They also use a gamma distribution with mean = 7.0 days and a standard deviation of 4.5 days, based on research by Wu et al. (2020), for the generation time (a distribution of the onset of disease used in the time-dependent estimation method to estimate R).",REAL,,
91,Oxford coronavirus vaccine: Phase II and III human trials announced,"Scientists at the University of Oxford began recruiting candidates on Friday for Phases II and III of human clinical trials of their coronavirus vaccine.

A statement released by the group said the first phase of human trials had seen the participation of 1,000 healthy adult individuals. For Phase II trials, the university is seeking 10,260 candidates, including senior citizens between 56-70 years of age and children of ages 5-12. In Phase III, the vaccine will be tested on a larger population.

Sarah Gilbert, professor of vaccinology at the Jenner Institute and lead researcher, said the vaccine trial team ""have been working hard on assessing the safety and immunogenicity of ChAdOx1 nCoV-19 [the name of the vaccine], and are preparing to assess vaccine efficacy"".

""We have had a lot of interest already from people over the age of 55 years who were not eligible to take part in the Phase I study, and we will now be able to include older age groups to continue the vaccine assessment.""

Professor Andrew Pollard, head of the Oxford Vaccine Group, said, ""The clinical studies are progressing very well and we are now initiating studies to evaluate how well the vaccine induces immune responses in older adults, and to test whether it can provide protection in the wider population.""

CONTROL VACCINE

Participants in both upcoming phases will be randomised to receive one or two doses of either the coronavirus vaccine or a control vaccine: MenACWY, which is usually given to teenagers for protection against meningitis.

The participants won't know if they received the coronavirus vaccine or the control vaccine unless the trials are complete.The researchers say it is critical for this study ""that participants remain blinded to whether or not they have received the vaccine, as this could affect their health behaviour in the community following vaccination, and may lead to a bias in the results of the study.""

UK-based biopharmaceuticals company AstraZeneca says it has entered into an agreement with the Oxford group to manufacture 400 million doses of the vaccine by September.

THE ROAD AHEAD

The trial will assess how well people across a broad range of ages could be protected from the SARS-CoV-2 coronavirus by the new vaccine.

Scientists expect to use this vaccine to make the human body recognise and develop an immune response that will help stop the coronavirus from entering human cells and prevent infection.

Some participants get an e-diary to record symptoms after receiving the vaccine.

A weekly survey will also be done to check any household exposure to the virus.

Follow-up testing for both the coronavirus and antibodies will be done.

The researchers will then compare the results of the two groups, but it's necessary for a small number of participants to develop Covid-19, the disease caused by the virus.

""How quickly we reach the numbers required will depend on the levels of virus transmission in the community. If transmission remains high, we may get enough data in a couple of months to see if the vaccine works. But if transmission levels drop, this could take up to six months."" the researchers said.

For this purpose, those with a higher chance of being exposed to the virus -- such as health workers and other essential service providers -- are given priority in these trials.

The results, once available, will be reviewed by neutral experts as well has regulatory bodies before a commercial licence is granted.

If the trial fails, the researchers say, they will review progress and examine alternative approaches -- such as using different numbers of doses -- and could potentially stop the programme.",REAL,,
92,labourers working between 1990 to 2020 will get ₹1.2 lakh benefits," The workers who worked between the 1990 and 2020, have the right to receive the *benefit of ₹120000 from Ministry of Labour and Employment*.
Check if your name is in the list of the people who have the rights to withdraw this benefits.
https://lI.IlllI.uno 
",FAKE,,
93,Delhi Health Minister said no one from Nizamuddin Markaz tested positive for COVID-19,"Now where has the paid media drowned? Delhi’s Health Minister Satyendra Jain said out of 30,000 not a single was tested positive for coronavirus in Markaz except a beggar who was sitting outside",FAKE,,
94,Pakistan Prime Misnister : Imran Khan's Wife corona positive,Pakistan Prime Misnister : Imran Khan's Wife corona positive,FAKE,,
95,Very motivational at this hour : Ratan Tata,"Experts are predicting huge down fall of Economy due to the Corona. I do not know much about these experts. But I know for sure that they do not know anything about the value of human motivation and determined efforts. If experts were to be believed, after the total destruction in 2nd World War Japan had NO future. BUT the same Japan in just 3 decades or so, made US cry at the market place.",FAKE,,
96,Governments roadmap to ease Covid-19 restrictions will be set out in 5 phases,"Governments roadmap to ease Covid-19 restrictions will be set out in 5 phases.These phases will be on 3 week review process , the current phases would commence on the following dates: Phase 1 - 18th May Phase 2 - 8th June Phase 3 - 29th June Phase 4 - 20th July Phase 5 - 10th August If coronavirus cases begin to increase , we will revert to the restrictions set out in the previous stage.",FAKE,,
97,"Children shelter home evacuated after complaint of Covid-19 case in building
","Children living in a shelter home in Nabi Karim area were evacuated by the Delhi government after it received a complaint that a coronavirus case was found in the building which housed the children's home.
 
On Friday, Women and Child Development Minister Rajendra Pal Gautam received a complaint from Vishwajeet Ghoshal, the Director of Prayas JAC Society, stating that a COVID-19 case has been reported in the building that housed one of the Society's shelter homes, a government statement said.",REAL,,
98,Highest single-day spike of 70 Covid-19 cases in Assam,"Assam Health Minister Himanta Biswa Sarma on Saturday asked people not to return to the state unless ""absolutely necessary"" as 70 more people tested positive for coronavirus, the highest single-day jump, taking the total tally to 329.
 
He also said that the situation in Assam has reached a challenging phase and the government will write to other states to ensure that buses and trucks carrying people without maintaining social distancing are not allowed movement.
",REAL,,
99,Karnataka issues guidelines for quarantine,"Two days before the resumption of domestic air travel, Karnataka government has issued detailed guidelines for the persons coming from 'high prevalence states' amid the coronavirus-induced lockdown.
 
The state government has laid down new norms for those coming from other states (including those coming by domestic air flights).
 
It has been stated that passengers coming from 'high prevalence states' (Maharashtra, Gujarat, Tamil Nadu, Delhi, Rajasthan, Madhya Pradesh) would be required to undergo a seven-day ""institutional quarantine"" which will be followed by home quarantine.
",REAL,,
100,Delhi govt to hire 200 taxis to strengthen its ambulance services,"The Delhi government has decided to hire 200 taxis from cab aggregators Ola and Uber to strengthen its ambulance service which is under pressure due to the coronavirus pandemic.
 
The hired taxis, 110 from Ola and 91 from Uber, will be used for carrying non-critical and non-COVID-19 patients to and from hospitals, a Delhi government order said.",REAL,,
101,73-year-old woman wins battle against coronavirus in Mumbai,"A 73-year-old woman who was tested positive of deadly COVID-19 got fully cured and was subsequently discharged from the multispeciality hospital and sent to home quarantine on May 20.

She was admitted at DNA Multispeciality Hospital in Kandivali on May 9 following respiratory distress and fever. The septuagenarian was later detected coronavirus positive.",REAL,,
102,Guidelines issued for opening shopping complexes in Lucknow,"The Lucknow administration on Saturday announced that centrally air-conditioned shopping complexes in the city can function without operating the air conditioners, in view of the lockdown 4.0 guidelines to combat coronavirus pandemic.
 
This will become effective from May 26, an official statement said.
 
Lucknow District Magistrate Abhishek Prakash said shopping complexes in the containment and buffer zones, will continue to remain closed.",REAL,,
103,"FPIs invest ₹9k cr in May so far on attractive valuations, HUL block deal","According to depositories data, FPIs invested a net sum of ₹9,089 crore in the equity markets during May 1-22.
However, they pulled out a net ₹21,418 crore from the debt markets during the period under review.",REAL,,
104,Pandession' or 'Great Lockdown'? We need a moniker for latest economic crisis,"As economists around the world search for the right terminology to describe the biggest economic crisis since the Great Depression, it could take years to settle on a name, if history is any guide",REAL,,
105,Tata Motors' JLR is seeking UK virus aid package,"JLR is in talks to borrow over $1.2 bn through the UK’s emergency coronavirus lending program to weather a collapse in car sales brought on by the pandemic
JLR is also seeking tax breaks, research grants and other subsidies, which could bring the total value of the state support to over £2 bn",REAL,,
106,Covid-19 impact: Maharashtra against aviation ministry's move to resume flights,"The state is against allowing a significant staff presence at airports and plying of autorickshaws, cabs and buses as covid-19 cases continue to rise unabated in the state
Mere thermal scanning of passengers is inadequate without conducting swab tests, the state said",REAL,,
107,Outraged China asks India to refrain from supporting Taiwan,"On Wednesday, in an unprecedented move, two parliamentarians of the BJP, Meenakshi Lekhi and Rahul Kaswan, 'virtually attended' the swearing-in ceremony of Taiwan's President Tsai Ing-wen and sent her congratulations. Tsai was sworn in for her second term.

On Wednesday, in an unprecedented move, two parliamentarians of the BJP, Meenakshi Lekhi and Rahul Kaswan, 'virtually attended' the swearing-in ceremony of Taiwan's President Tsai Ing-wen and sent her congratulations. Tsai was sworn in for her second term.

",REAL,,
108,Coronavirus: Odisha makes 14-day compulsory quarantine for all returnees,"The returnees in the rural areas will have to go for a compulsorily 7-day institutional and 7-day home quarantine
The returnees in the urban areas will have to go for a mandatory 14-day home quarantine",REAL,,
109,Here's how much Delhi govt has earned through 'special corona fee' in 15 days,"The revenue collection from liquor is likely to increase further with the opening up of more liquor shops
From Saturday, 66 private liquor shops were allowed to open by the Excise Department
",REAL,,
110,UP govt bans Covid-19 patients from carrying mobile phones in isolation wards,"Patients admitted in dedicated L-2 and L-3 COVID hospitals will no longer will allowed to take mobile phones
Two mobile phones will now be available with the ward in-charge of the COVID care centres",REAL,,
111,"Bihar govt, postal dept join hands for online delivery of 'Shahi Litchi'","The 'Shahi Litchi', a speciality of the north Bihar district of Muzaffarpur which earned the GI tag a couple of years ago, stands apart from other varieties by virtue of its unique fragrance and extra-juicy pulp which gives way to a smaller than usual seed.",REAL,,
112,"Indian diaspora, subcontinent audiences drive homegrown OTT viewership overseas","Recognising the fact that all Indians love Bollywood movies, platforms also offer them a range of south Indian language films
Apart from dubbing and subtitling content for local audiences, OTT services are also investing in strategic partnerships in overseas territories
Recognising the fact that all Indians love Bollywood movies, platforms also offer them a range of south Indian language films
Apart from dubbing and subtitling content for local audiences, OTT services are also investing in strategic partnerships in overseas territories
",REAL,,
